Struttura dati utilizzata: PQbinaryHeap   Tempo impiegato: 1.741 s 
 
Peso totale: 1452948.0
 
MST: 
 
(91, 618, 6050.0)
(221, 802, 6079.0)
(203, 790, 6089.0)
(349, 948, 6229.0)
(459, 1020, 6259.0)
(71, 533, 6453.0)
(259, 844, 6540.0)
(925, 798, 6704.0)
(266, 851, 6716.0)
(20, 252, 6724.0)
(670, 1091, 6884.0)
(325, 917, 6948.0)
(242, 829, 7016.0)
(195, 778, 7176.0)
(1008, 1126, 7265.0)
(930, 1120, 7393.0)
(196, 781, 7426.0)
(104, 643, 7525.0)
(611, 1082, 7677.0)
(889, 1116, 7802.0)
(1, 35, 7853.0)
(218, 799, 7856.0)
(591, 1073, 7878.0)
(1072, 1129, 8260.0)
(679, 1092, 8402.0)
(9, 110, 8437.0)
(286, 875, 8464.0)
(139, 721, 9462.0)
(426, 997, 9688.0)
(997, 1124, 7674.0)
(286, 872, 10003.0)
